Identificador, Temperatura, Presión, Altitud, Longitud(GPS), Latitud(GPS), Altitud(GPS), Acelerómetro X, acelerómetro Y, Acelerómetro Z, gyroscopio X, gyroscopio Y, gyroscopio Z, número de paquete
OMEGA,32.65,99171.84,180.83,0.00,0.00,0.00,-14008,-7420,2808,-2132,-410,313,2683
OMEGA,32.65,99153.74,182.36,0.00,0.00,0.00,-15356,-9436,2920,94,804,511,2684
OMEGA,32.65,99139.50,183.57,0.00,0.00,0.00,-13724,-9040,2188,-567,-21,-489,2685
OMEGA,32.66,99113.97,185.73,0.00,0.00,0.00,-13456,-8624,2920,-434,351,-167,2686
OMEGA,31.49,93869.48,640.08,0.00,0.00,0.00,1184,17940,-4204,-6831,17608,29722,2985
OMEGA,31.39,92941.31,722.62,0.00,0.00,0.00,7636,20756,-32768,18370,15838,-17581,2986
OMEGA,31.32,94100.45,619.64,0.00,0.00,0.00,5108,-15804,32767,18289,32767,-32768,2987
OMEGA,31.30,94170.27,613.47,0.00,0.00,0.00,1884,-11572,23564,-27260,-19801,-32768,2988
OMEGA,31.27,94254.20,606.06,0.00,0.00,0.00,-324,-7988,22448,32767,-14516,-32768,2989
OMEGA,31.16,94286.65,603.20,0.00,0.00,0.00,-3584,-10028,23644,18319,-32768,-32768,2990
OMEGA,31.06,94357.98,596.90,0.00,0.00,0.00,196,-8168,22356,32767,-26981,-32768,2991
768,2992
OMEGA,30.74,94442.83,589.42,0.00,0.00,0.00,1116,-8892,23684,32767,-16785,-32768,2993
OMEGA,30.69,94475.81,586.52,0.00,0.00,0.00,668,-9472,25956,32767,-28021,-32768,2994
OMEGA,30.52,94509.61,583.54,0.00,0.00,0.00,-1344,-7192,21816,22431,-32768,-32768,2995
8,2996
68,2997
68,2998
OMEGA,30.71,94712.70,565.67,0.00,0.00,0.00,-1404,-8812,28796,-20199,-32768,-32768,3000
OMEGA,30.68,94734.19,563.78,0.00,0.00,0.00,592,-5796,26592,-13442,-32768,-32768,3001
68,3002
68,3003
768,3005
OMEGA,30.80,94934.81,546.15,0.00,0.00,0.00,1176,-8216,24152,-5318,-31653,-32768,3007
OMEGA,30.82,94970.38,543.03,0.00,0.00,0.00,68,-7792,30572,-14683,-32768,-32768,3008
OMEGA,30.83,94992.20,541.12,0.00,0.00,0.00,2288,-8172,28188,-10780,-31719,-32768,3009
68,3010
,3011
OMEGA,30.86,95091.24,532.43,0.00,0.00,0.00,1444,-6816,25596,-1193,-32768,-32768,3012
OMEGA,30.90,95185.53,524.17,0.00,0.00,0.00,1372,-7012,24824,-4322,-26819,-32768,3013
OMEGA,30.87,95370.67,507.97,0.00,0.00,0.00,944,-6384,23380,-14005,-32209,-32768,3014
OMEGA,30.88,95168.25,525.69,0.00,0.00,0.00,248,-7112,28584,-13704,-32768,-32768,3015
8,3016
OMEGA,30.90,95208.69,522.15,0.00,0.00,0.00,-32,-6408,23140,-14605,-31385,-327OMEGA,30.90,95240.09,519.39,0.00,0.00,0.00,2464,-5960,23852,-12409,-32768,-32768,3018
OMEGA,30.91,95267.58,516.99,0.00,0.00,0.00,-348,-6740,23556,-15828,-32768,-32768,3019
768,3020
OMEGA,30.92,95343.14,510.38,0.00,0.00,0.00,2284,-6664,28692,-8473,-26786,-32768,3021
OMEGA,30.99,95389.27,506.34,0.00,0.00,0.00,2260,-7156,22584,-11218,-30302,-32768,3022
OMEGA,30.93,95413.11,504.26,0.00,0.00,0.00,200,-4832,25064,-6610,-32768,-32768,3023
OMEGA,30.93,95443.75,501.58,0.00,0.00,0.00,408,-9352,29308,-8538,-32768,-32768,3024
8,3025
OMEGA,30.92,95499.12,496.74,0.00,0.00,0.00,-224,-3880,19620,-16347,-22870,-32OMEGA,30.92,95535.59,493.56,0.00,0.00,0.00,1440,-7260,23856,-2949,-32768,-32768,3027
OMEGA,30.92,95580.25,489.66,0.00,0.00,0.00,748,-6992,25892,-14060,-32768,-32768,3028
768,3029
OMEGA,30.91,95663.26,482.42,0.00,0.00,0.00,4020,-9068,32767,-27958,-32768,-32OMEGA,30.91,95706.73,478.63,0.00,0.00,0.00,932,-5804,23124,-10931,-24517,-32768,3031
OMEGA,30.90,95760.53,473.94,0.00,0.00,0.00,236,-8248,30308,-3064,-32768,-32768,3032
OMEGA,30.90,95774.24,472.74,0.00,0.00,0.00,-224,-8972,31944,-13898,-29675,-32768,3033
768,3034
OMEGA,30.88,95840.47,466.97,0.00,0.00,0.00,1100,-7768,26092,6699,-32768,-3276OMEGA,30.88,95861.97,465.10,0.00,0.00,0.00,2928,-5720,28744,-32357,-32768,-21003,3036
OMEGA,30.85,95901.17,461.69,0.00,0.00,0.00,2688,-4884,21692,23395,-27125,-25009,3037
OMEGA,30.82,95946.09,457.78,0.00,0.00,0.00,592,-8212,28220,-18702,-32768,-32768,3039
OMEGA,30.82,95986.66,454.25,0.00,0.00,0.00,2188,-6308,27628,3896,-32768,-32768,3040
OMEGA,30.93,96366.84,421.23,0.00,0.00,0.00,1424,-6800,24316,-20115,-32768,-32768,3041
OMEGA,30.81,96054.09,448.38,0.00,0.00,0.00,2512,-6104,27596,4472,-32768,-32768,3042
8,3043
300,3044
OMEGA,30.78,96135.00,441.35,0.00,0.00,0.00,1424,-8608,28472,-9547,-32768,-32768,3045
OMEGA,30.77,96159.03,439.26,0.00,0.00,0.00,-1016,-7216,26264,-30522,-32766,-32768,3046
,3047
3048
OMEGA,30.72,96271.82,429.47,0.00,0.00,0.00,1524,-7000,28496,-18862,-32768,-32768,3049
OMEGA,30.72,96370.52,420.91,0.00,0.00,0.00,936,-6716,25308,-10417,-32768,-32768,3050
OMEGA,30.72,96339.17,423.63,0.00,0.00,0.00,1032,-6408,25280,-14070,-32768,-32768,3051
OMEGA,30.71,96362.11,421.64,0.00,0.00,0.00,196,-6824,26036,-12823,-32768,-32768,3052
OMEGA,30.71,96396.52,418.66,0.00,0.00,0.00,800,-6412,24684,-12664,-32768,-32768,3053
OMEGA,30.71,96429.20,415.83,0.00,0.00,0.00,340,-7264,26404,-9468,-32768,-32768,3054
OMEGA,30.71,96473.23,412.01,0.00,0.00,0.00,1516,-7480,26952,-9908,-32768,-32768,3055
8,3056
768,3057
OMEGA,30.81,96808.19,383.03,0.00,0.00,0.00,-456,-6968,23772,-10341,-32768,-32768,3058
OMEGA,30.70,96946.70,371.07,0.00,0.00,0.00,540,-6148,25788,-4751,-32768,-32768,3059
768,3060
8,3061
OMEGA,30.68,96735.84,389.28,0.00,0.00,0.00,-644,-6672,26996,-28187,-32768,-32768,3062
OMEGA,30.67,96781.79,385.31,0.00,0.00,0.00,2496,-6912,27664,-1526,-32768,-32768,3063
OMEGA,30.66,96821.45,381.40,0.00,0.00,0.00,728,-8328,27736,-14263,-32768,-32768,3064
OMEGA,30.66,96870.32,377.67,0.00,0.00,0.00,392,-5380,25008,-6154,-27588,-32768,3065
OMEGA,30.74,97005.87,372.33,0.00,0.00,0.00,2064,-7264,25528,-5695,-32768,-32768,3066
OMEGA,30.64,96983.03,367.94,0.00,0.00,0.00,152,-5928,24404,-11502,-32768,-32768,3067
OMEGA,30.63,97014.11,365.26,0.00,0.00,0.00,1240,-6376,24572,-21341,-32768,-32768,3068
768,3069
OMEGA,30.61,97098.52,357.98,0.00,0.00,0.00,900,-6816,28536,-18613,-32768,-32768,3070
OMEGA,30.60,97140.34,354.38,0.00,0.00,0.00,1656,-6912,23964,-3470,-19684,-32768,3071
OMEGA,30.59,97180.68,350.90,0.00,0.00,0.00,624,-8584,30644,-24523,-32768,-32768,3072
68,3074
OMEGA,30.63,97409.50,331.22,0.00,0.00,0.00,1468,-7332,25972,-13131,-32768,-32768,3075
OMEGA,30.55,97367.13,334.86,0.00,0.00,0.00,1272,-7060,26136,-2663,-32768,-32768,3076
OMEGA,30.54,97402.20,331.84,0.00,0.00,0.00,1320,-7276,25372,-2399,-30798,-32768,3077
OMEGA,30.53,97433.30,329.17,0.00,0.00,0.00,1096,-7068,26616,-21152,-32768,-32768,3078
OMEGA,30.52,97483.33,324.87,0.00,0.00,0.00,528,-6428,26828,-15956,-32768,-32768,3079
OMEGA,30.51,97526.36,321.18,0.00,0.00,0.00,1164,-6520,25616,-10683,-32768,-32768,3080
OMEGA,30.51,97565.02,317.86,0.00,0.00,0.00,1524,-7156,26904,-15402,-32768,-32768,3081
OMEGA,30.49,97615.46,313.53,0.00,0.00,0.00,-60,-8400,28312,-17517,-32147,-32768,3082
OMEGA,30.56,97670.22,309.80,0.00,0.00,0.00,1196,-5760,24564,-15986,-27041,-32768,3083
OMEGA,30.49,97982.30,282.10,0.00,0.00,0.00,592,-7552,25892,-10099,-32768,-32768,3084
OMEGA,30.46,97765.18,300.69,0.00,0.00,0.00,228,-5940,24316,-7009,-32768,-32768,3085
OMEGA,30.44,97803.40,297.41,0.00,0.00,0.00,1116,-7856,27604,-14252,-32768,-32768,3086
OMEGA,30.43,97857.30,292.80,0.00,0.00,0.00,84,-6084,25708,-14007,-32768,-32768,3087
OMEGA,30.42,97904.08,288.79,0.00,0.00,0.00,304,-6896,25844,-15878,-32768,-32768,3088
OMEGA,30.41,97959.55,284.04,0.00,0.00,0.00,256,-7056,27100,-10980,-32768,-32768,3089
OMEGA,30.40,98008.74,279.84,0.00,0.00,0.00,1244,-6732,27140,-6689,-32768,-32768,3090
68,3091
OMEGA,30.40,98264.59,257.98,0.00,0.00,0.00,1372,-6424,25364,-10256,-32768,-32768,3092
OMEGA,30.40,98392.80,247.04,0.00,0.00,0.00,-8,-7136,26952,-12864,-32768,-32768,3093
OMEGA,30.37,98226.25,261.25,0.00,0.00,0.00,872,-6568,26240,-21560,-32768,-32768,3094
68,3095
OMEGA,30.35,98328.13,252.55,0.00,0.00,0.00,1328,-6264,26232,-9256,-31032,-32768,3096
OMEGA,30.34,98382.05,247.95,0.00,0.00,0.00,1716,-8172,27968,-10191,-32768,-32768,3097
OMEGA,30.33,98432.13,243.69,0.00,0.00,0.00,176,-7184,26204,-8091,-32419,-32768,3098
OMEGA,30.32,98491.85,238.60,0.00,0.00,0.00,1752,-7224,27324,-17193,-32768,-32768,3099
OMEGA,30.32,98537.27,234.73,0.00,0.00,0.00,176,-5656,23260,-11497,-32768,-32768,3100
OMEGA,30.34,98707.23,220.27,0.00,0.00,0.00,896,-6680,25828,-18839,-32768,-32768,3101
OMEGA,30.30,98656.61,224.57,0.00,0.00,0.00,64,-6372,24668,-9267,-31335,-32768,3102
OMEGA,30.29,98727.94,218.50,0.00,0.00,0.00,1252,-6896,26052,-10343,-32768,-32768,3103
768,3104
8,3105
OMEGA,30.27,98940.11,200.48,0.00,0.00,0.00,656,-5940,29360,1005,-32768,-32768,3107

